age,job,marital,education,default,balance,housing,loan,campaign,day,month,duration,y
45,blue-collar,married,secondary,no,1345,yes,no,7,19,may,120,no
52,blue-collar,married,primary,no,522,yes,no,2,19,may,298,no
23,services,married,primary,no,523,yes,yes,2,19,may,249,no
44,blue-collar,married,secondary,no,261,yes,no,5,19,may,87,no
27,admin.,single,secondary,no,3776,yes,no,2,19,may,217,no
57,technician,married,secondary,no,437,yes,no,4,19,may,44,no
48,blue-collar,married,primary,no,490,yes,no,2,19,may,622,no
51,management,married,unknown,no,6482,yes,no,2,19,may,182,no
53,management,married,primary,no,3544,no,no,4,19,may,195,no
46,retired,married,primary,no,0,no,no,2,19,may,179,no
49,services,single,secondary,no,459,yes,no,10,19,may,58,no
30,technician,single,tertiary,no,3291,yes,no,3,19,may,1218,yes
41,management,married,primary,no,2592,yes,no,3,19,may,500,no
42,self-employed,married,tertiary,no,596,yes,no,9,19,may,66,no
34,self-employed,married,secondary,no,-56,yes,no,3,19,may,248,no
44,services,married,primary,no,1161,yes,no,5,19,may,110,no
34,blue-collar,married,primary,no,183,yes,no,4,19,may,3078,no
28,student,single,secondary,no,154,yes,no,9,20,may,21,no
31,management,single,secondary,no,0,yes,no,1,20,may,150,no
48,technician,single,secondary,no,479,no,no,5,20,may,148,no
38,management,divorced,tertiary,no,-980,yes,no,1,20,may,91,no
38,management,single,tertiary,no,690,yes,no,1,20,may,34,no
32,management,divorced,tertiary,no,5306,yes,no,1,20,may,201,no
33,admin.,married,secondary,no,730,yes,no,1,20,may,70,no
41,services,single,secondary,no,397,yes,no,15,20,may,19,no
33,admin.,single,secondary,no,434,yes,no,1,20,may,351,no
37,management,married,tertiary,no,897,no,no,1,20,may,182,no
55,technician,divorced,secondary,no,0,yes,no,4,20,may,365,no
32,services,single,secondary,no,228,yes,no,1,20,may,257,no
33,management,single,tertiary,no,201,yes,no,1,20,may,280,no
54,management,married,tertiary,no,2847,yes,no,10,20,may,16,no
39,admin.,single,secondary,no,4039,yes,no,1,20,may,140,no
60,technician,married,unknown,no,132,yes,no,11,20,may,21,no
30,blue-collar,married,secondary,no,9,yes,no,1,20,may,184,no
34,management,single,secondary,no,31,yes,no,14,20,may,20,no
57,management,married,tertiary,no,0,yes,yes,2,20,may,107,no
36,blue-collar,married,secondary,no,4438,yes,no,1,20,may,446,yes
39,admin.,married,secondary,no,6421,no,yes,1,20,may,661,no
38,blue-collar,married,secondary,no,171,yes,yes,1,20,may,172,no
37,management,divorced,tertiary,no,42,yes,yes,4,20,may,125,no
36,management,married,tertiary,no,806,yes,no,1,20,may,280,no
39,blue-collar,married,secondary,no,298,yes,no,1,20,may,216,no
35,entrepreneur,married,secondary,no,24,yes,no,1,20,may,81,no
47,blue-collar,married,secondary,no,290,yes,no,2,20,may,409,no
37,management,married,tertiary,no,425,yes,no,1,20,may,226,no
39,unemployed,married,secondary,no,0,yes,no,1,20,may,191,no
35,blue-collar,married,secondary,no,1602,yes,yes,1,20,may,171,no
32,management,divorced,primary,no,137,yes,no,12,20,may,13,no
30,management,single,tertiary,no,3110,yes,no,1,20,may,133,no
38,blue-collar,single,primary,no,419,yes,no,1,20,may,656,no
35,blue-collar,divorced,secondary,no,0,yes,no,1,20,may,1205,yes
31,blue-collar,married,secondary,no,-88,yes,no,6,20,may,202,no
35,blue-collar,married,secondary,no,274,yes,yes,1,20,may,205,no
38,management,married,tertiary,no,0,yes,no,1,20,may,206,no
34,services,married,secondary,no,0,yes,no,1,20,may,79,no
30,management,single,tertiary,no,162,yes,no,4,20,may,186,no
31,services,divorced,secondary,no,1222,yes,no,1,20,may,532,no
54,services,married,secondary,no,4482,yes,no,2,20,may,97,no
40,technician,married,secondary,no,1259,no,no,5,20,may,234,no
35,blue-collar,married,secondary,no,499,yes,no,1,20,may,328,no
35,technician,single,secondary,no,1861,yes,no,1,20,may,297,no
29,services,single,secondary,no,271,yes,no,2,20,may,1882,yes
33,admin.,single,tertiary,no,622,yes,no,1,20,may,243,no
31,student,single,secondary,no,368,yes,no,1,20,may,81,no
51,housemaid,married,primary,no,492,yes,no,3,20,may,142,no
35,blue-collar,married,primary,no,102,yes,no,1,20,may,1334,yes
38,self-employed,married,secondary,no,736,yes,no,1,20,may,775,no
36,unemployed,married,secondary,no,733,yes,no,1,20,may,335,no
37,management,married,secondary,no,3175,yes,no,1,20,may,168,no
29,technician,married,tertiary,no,43,yes,no,2,20,may,68,no
53,services,married,primary,no,574,yes,no,2,20,may,121,no
34,blue-collar,married,secondary,no,4622,yes,yes,1,20,may,217,no
31,self-employed,single,tertiary,no,1820,yes,no,1,20,may,68,no
38,admin.,divorced,secondary,no,3750,yes,no,1,20,may,119,no
36,admin.,married,secondary,no,465,yes,no,1,20,may,160,no
36,management,married,tertiary,no,860,yes,no,15,20,may,294,no
32,student,single,unknown,no,1583,yes,no,1,20,may,57,no
38,blue-collar,married,secondary,no,0,yes,no,1,20,may,90,no
36,blue-collar,married,secondary,no,7579,yes,no,1,20,may,600,no
35,blue-collar,married,secondary,no,4635,yes,no,1,20,may,148,no
31,management,married,tertiary,no,827,no,no,1,20,may,38,no
32,blue-collar,married,primary,no,0,yes,no,1,20,may,142,no
32,services,married,secondary,no,364,yes,no,1,20,may,466,no
36,services,married,secondary,no,380,yes,no,1,20,may,26,no
32,unemployed,married,secondary,no,93,yes,no,2,20,may,203,no
33,blue-collar,married,tertiary,no,6138,yes,no,1,20,may,369,no
30,blue-collar,married,secondary,no,1803,yes,no,1,20,may,29,no
39,services,married,secondary,no,0,yes,no,2,20,may,793,no
35,admin.,married,secondary,no,3187,yes,no,1,20,may,71,no
31,blue-collar,married,secondary,no,2,yes,no,2,20,may,182,yes
30,services,single,secondary,no,695,yes,no,1,20,may,203,no
34,services,married,primary,no,1042,yes,no,1,20,may,167,no
30,blue-collar,single,secondary,no,4648,yes,no,1,20,may,37,no
31,blue-collar,single,secondary,no,2089,yes,no,1,20,may,34,no
39,self-employed,married,tertiary,no,3059,yes,yes,1,20,may,394,no
36,technician,married,secondary,no,412,yes,yes,1,20,may,127,no
32,management,single,tertiary,no,863,yes,no,1,20,may,264,no
33,services,married,secondary,no,4434,yes,no,1,20,may,265,no
33,services,married,secondary,no,5499,yes,no,1,20,may,231,no
34,technician,divorced,secondary,no,3997,yes,no,1,20,may,320,no
39,housemaid,married,primary,no,4904,yes,no,1,20,may,101,no
35,management,married,tertiary,no,440,yes,no,1,20,may,110,no
60,retired,single,secondary,no,-14,yes,no,3,20,may,121,no
34,technician,single,tertiary,no,759,no,no,1,20,may,265,no
33,technician,married,secondary,no,603,yes,no,1,20,may,345,no
59,admin.,divorced,secondary,no,-41,yes,yes,1,20,may,171,no
31,admin.,single,secondary,no,78,no,no,1,20,may,572,no
36,technician,married,secondary,no,84,yes,no,1,20,may,67,no
36,technician,divorced,secondary,no,409,yes,no,1,20,may,25,no
38,blue-collar,married,secondary,no,732,yes,yes,1,20,may,269,no
32,blue-collar,married,secondary,no,328,yes,no,1,20,may,132,no
32,technician,single,secondary,no,1698,yes,no,1,20,may,115,no
39,services,married,secondary,no,9374,yes,no,1,20,may,273,no
39,retired,married,secondary,no,439,no,no,1,20,may,56,no
33,housemaid,married,tertiary,no,4958,yes,no,1,20,may,434,no
23,services,single,secondary,no,210,yes,no,1,20,may,507,no
39,entrepreneur,married,tertiary,no,2644,yes,no,1,20,may,253,no
36,blue-collar,married,unknown,no,17983,yes,no,1,20,may,100,no
38,technician,single,secondary,no,614,yes,no,1,20,may,116,no
35,admin.,married,secondary,no,2137,yes,no,1,20,may,124,no
27,technician,single,tertiary,no,-291,yes,no,2,20,may,66,no
31,admin.,single,secondary,no,160,yes,yes,2,20,may,233,no
58,housemaid,married,primary,no,11,yes,no,1,20,may,90,no
34,technician,divorced,secondary,no,2036,yes,yes,1,20,may,104,no
31,admin.,single,secondary,no,121,yes,no,1,20,may,187,no
36,blue-collar,married,unknown,no,-656,yes,no,2,20,may,92,no
34,admin.,married,secondary,no,1689,no,no,1,20,may,423,no
37,technician,married,secondary,no,439,yes,no,2,20,may,215,no
37,admin.,married,secondary,no,1283,yes,no,1,20,may,209,no
33,technician,single,secondary,no,1769,yes,no,1,20,may,181,no
33,admin.,married,secondary,no,2,yes,no,1,20,may,201,no
39,blue-collar,married,secondary,no,0,yes,yes,1,20,may,40,no
35,blue-collar,single,primary,no,47,no,no,1,20,may,317,no
35,blue-collar,married,secondary,no,2054,yes,no,1,20,may,447,no
34,services,single,secondary,no,8132,yes,no,1,20,may,137,no
39,services,married,secondary,no,453,yes,yes,1,20,may,184,no
37,management,single,tertiary,no,427,yes,no,1,20,may,121,no
42,management,married,secondary,no,2416,yes,no,4,20,may,138,no
40,blue-collar,married,secondary,no,877,yes,no,6,20,may,207,no
37,blue-collar,married,primary,no,398,yes,yes,1,20,may,309,no
37,blue-collar,married,primary,no,2240,yes,no,1,20,may,214,no
36,technician,single,secondary,no,380,yes,no,1,20,may,134,no
35,entrepreneur,married,secondary,no,1163,yes,no,1,20,may,284,no
35,services,married,secondary,no,4170,yes,no,1,20,may,1777,yes
37,management,married,tertiary,no,5432,yes,yes,1,20,may,774,no
35,technician,divorced,secondary,yes,-52,yes,no,1,20,may,265,no
30,self-employed,single,secondary,no,4011,yes,no,1,20,may,62,no
37,management,single,unknown,no,715,yes,no,2,20,may,247,no
31,admin.,single,secondary,no,2144,yes,no,1,20,may,89,no
56,entrepreneur,married,tertiary,no,8741,yes,no,3,20,may,318,no
37,blue-collar,married,secondary,no,362,yes,no,2,20,may,277,no
33,blue-collar,married,primary,no,163,yes,no,1,20,may,135,no
40,blue-collar,married,primary,no,-740,yes,no,3,20,may,126,no
38,services,married,secondary,no,434,yes,no,1,20,may,411,no
41,services,single,secondary,no,1629,yes,no,1,20,may,85,no
38,blue-collar,married,secondary,no,-152,no,no,1,20,may,100,no
36,technician,married,secondary,no,3763,yes,no,1,20,may,83,no
31,technician,single,secondary,no,1,yes,no,3,20,may,71,no
31,technician,married,secondary,no,4,no,no,4,20,may,199,no
52,blue-collar,divorced,primary,no,0,yes,yes,1,20,may,47,no
31,management,single,tertiary,no,2007,yes,no,1,20,may,253,no
39,blue-collar,married,secondary,no,327,yes,no,1,20,may,244,no
35,admin.,married,secondary,no,-130,yes,no,1,20,may,224,no
22,services,married,secondary,no,14,yes,yes,1,20,may,56,no
38,admin.,married,tertiary,no,4399,yes,no,2,20,may,638,no
39,blue-collar,married,primary,no,780,yes,no,1,20,may,311,no
34,services,single,tertiary,no,371,no,no,1,20,may,77,no
34,blue-collar,married,primary,no,161,yes,yes,1,20,may,177,no
36,blue-collar,divorced,secondary,no,221,yes,no,1,20,may,189,no
32,blue-collar,single,secondary,no,706,yes,no,1,20,may,152,no
33,management,single,primary,no,4897,yes,no,1,20,may,151,no
33,services,married,secondary,no,7,yes,no,1,20,may,217,no
36,admin.,married,secondary,no,2030,yes,no,1,20,may,24,no
32,blue-collar,married,secondary,no,489,yes,no,1,20,may,212,no
42,blue-collar,married,primary,no,1059,yes,no,2,20,may,163,no
43,management,married,tertiary,no,-8,yes,no,2,20,may,473,no
35,self-employed,single,secondary,no,271,yes,no,1,20,may,68,no
37,housemaid,single,secondary,no,2042,yes,no,1,20,may,485,no
33,blue-collar,married,secondary,no,-53,yes,no,1,20,may,172,no
26,student,single,secondary,no,268,yes,no,2,20,may,77,no
37,technician,single,tertiary,no,5122,yes,no,1,20,may,396,no
33,services,married,secondary,no,403,yes,no,2,20,may,274,no
40,admin.,married,tertiary,no,0,yes,no,2,20,may,88,no
36,technician,divorced,secondary,no,566,yes,no,2,20,may,129,no
35,blue-collar,married,primary,no,356,yes,yes,2,20,may,474,no
36,blue-collar,married,unknown,no,722,yes,no,2,20,may,268,no
39,admin.,divorced,secondary,no,-607,yes,no,2,20,may,374,no
60,management,married,tertiary,no,328,yes,no,5,20,may,72,no
34,admin.,single,secondary,no,126,yes,no,2,20,may,61,no
32,blue-collar,married,primary,no,206,yes,no,2,20,may,205,no
33,management,single,tertiary,no,136,yes,yes,6,20,may,347,no
59,blue-collar,married,primary,no,14,yes,yes,1,20,may,355,no
35,management,single,secondary,no,5260,yes,no,2,20,may,211,no
34,admin.,single,tertiary,no,458,yes,no,1,20,may,211,no
42,management,married,tertiary,no,0,no,no,12,20,may,66,no
38,entrepreneur,married,primary,no,666,yes,no,10,20,may,1452,no
33,services,married,unknown,no,89,yes,no,1,20,may,341,no
32,blue-collar,single,primary,no,1660,no,no,1,20,may,14,no
30,blue-collar,married,secondary,no,673,yes,no,2,20,may,610,no
34,management,single,tertiary,no,673,yes,yes,1,20,may,120,no
59,retired,married,secondary,no,-313,yes,no,1,20,may,407,no
32,admin.,married,secondary,no,0,yes,no,2,20,may,464,no
54,housemaid,married,secondary,no,167,yes,no,7,20,may,547,no
48,management,divorced,primary,no,432,yes,no,2,20,may,152,no
36,blue-collar,married,primary,no,8135,yes,no,1,20,may,522,no
29,services,single,secondary,no,0,yes,no,9,20,may,227,no
39,blue-collar,single,secondary,no,4286,yes,no,2,20,may,1376,no
54,services,divorced,unknown,no,2177,no,no,5,20,may,134,no
36,admin.,single,secondary,no,0,no,no,1,20,may,37,no
33,technician,married,secondary,no,105,yes,yes,1,20,may,360,no
32,management,single,tertiary,no,1271,yes,no,1,20,may,51,no
41,services,divorced,secondary,no,83,no,no,6,20,may,834,no
34,blue-collar,single,primary,no,709,yes,no,1,20,may,106,no
34,services,married,secondary,no,-93,yes,yes,1,20,may,194,no
53,housemaid,married,secondary,no,736,yes,no,1,20,may,535,no
38,services,married,secondary,yes,-242,yes,yes,2,20,may,236,no
33,blue-collar,married,secondary,no,3259,yes,no,1,20,may,182,no
32,technician,married,secondary,no,11697,yes,no,1,20,may,296,no
33,services,married,secondary,no,210,yes,yes,1,20,may,201,no
35,blue-collar,married,secondary,no,2688,yes,no,1,20,may,281,no
34,management,married,tertiary,no,0,yes,no,1,20,may,150,no
37,entrepreneur,married,secondary,no,5064,yes,no,1,20,may,79,no
38,unemployed,married,secondary,no,205,yes,no,2,20,may,359,no
39,housemaid,married,tertiary,no,75,yes,no,2,20,may,332,no
43,blue-collar,married,primary,no,0,yes,no,1,20,may,592,no
39,admin.,married,secondary,no,2019,yes,no,1,20,may,166,no
38,blue-collar,married,primary,no,178,yes,no,1,20,may,245,no
40,services,married,primary,no,3559,yes,no,8,20,may,138,no
38,self-employed,married,secondary,no,290,yes,no,1,20,may,369,no
32,admin.,divorced,secondary,no,138,yes,yes,1,20,may,158,no
31,blue-collar,single,secondary,no,5607,no,no,1,20,may,261,no
32,blue-collar,married,primary,no,8291,no,no,1,20,may,131,no
37,blue-collar,single,primary,no,6969,yes,no,1,20,may,412,no
30,management,single,tertiary,no,18,no,no,11,20,may,121,no
46,entrepreneur,married,secondary,no,583,yes,no,2,20,may,137,no
36,housemaid,single,secondary,no,7171,yes,no,2,20,may,216,no
34,blue-collar,married,primary,no,500,yes,no,1,20,may,324,no
32,blue-collar,married,secondary,no,113,yes,yes,2,20,may,235,no
34,services,divorced,secondary,no,0,yes,yes,1,20,may,203,no
33,blue-collar,married,primary,no,3512,yes,no,2,20,may,697,no
37,entrepreneur,married,tertiary,no,4798,yes,no,2,20,may,156,no
34,technician,single,secondary,no,85,yes,no,4,20,may,1182,yes
37,blue-collar,married,primary,no,660,yes,yes,2,20,may,170,no
31,services,married,tertiary,no,585,yes,yes,2,20,may,272,no
47,entrepreneur,married,secondary,no,136,yes,no,1,20,may,132,no
36,management,single,secondary,no,360,yes,no,1,20,may,271,no
31,unemployed,married,secondary,no,296,yes,no,3,20,may,378,no
33,blue-collar,married,secondary,no,0,yes,yes,1,20,may,114,no
33,blue-collar,married,secondary,no,10,yes,yes,1,20,may,107,no
39,blue-collar,married,primary,no,451,yes,no,1,20,may,383,no
37,blue-collar,divorced,secondary,no,614,yes,no,1,20,may,185,no
34,technician,single,secondary,no,692,yes,no,1,20,may,254,no
33,management,married,tertiary,no,148,no,no,1,20,may,717,no
31,blue-collar,single,primary,no,5058,yes,no,1,20,may,157,no
33,admin.,married,secondary,no,1467,yes,no,2,20,may,85,no
30,management,married,tertiary,no,859,yes,no,3,20,may,249,no
34,services,married,secondary,no,-508,yes,no,2,20,may,309,no
31,student,single,tertiary,no,410,yes,no,2,20,may,112,no
36,entrepreneur,married,secondary,no,134,no,no,1,20,may,98,no
37,management,single,tertiary,no,23867,no,no,3,20,may,188,no
31,services,single,secondary,no,2038,yes,no,1,20,may,148,no
39,admin.,married,secondary,no,-362,yes,no,2,20,may,145,no
34,management,married,tertiary,no,967,yes,no,2,20,may,415,no
43,management,married,tertiary,no,1825,yes,no,2,20,may,742,no
43,blue-collar,married,primary,yes,-635,yes,no,9,20,may,37,no
34,blue-collar,married,secondary,no,1298,yes,no,1,20,may,120,no
36,blue-collar,married,secondary,no,1797,yes,yes,2,20,may,185,no
55,admin.,married,unknown,no,1848,yes,no,1,20,may,204,no
31,admin.,single,secondary,no,431,yes,yes,1,20,may,1045,yes
32,blue-collar,married,secondary,no,4996,yes,no,2,20,may,205,no
31,blue-collar,married,secondary,no,213,yes,no,2,20,may,74,no
31,blue-collar,married,primary,no,26,yes,no,26,20,may,51,no
33,management,single,secondary,no,0,no,no,2,20,may,190,no
32,admin.,married,primary,no,1351,yes,no,3,20,may,325,no
44,technician,divorced,secondary,no,982,yes,no,3,20,may,650,yes
33,services,married,secondary,no,4963,yes,no,2,20,may,148,no
39,services,married,secondary,no,1438,yes,no,2,20,may,212,no
39,blue-collar,married,primary,no,1411,yes,no,2,20,may,625,no
33,services,single,secondary,no,0,yes,no,3,20,may,134,no
40,blue-collar,married,unknown,no,486,yes,no,8,20,may,97,no
34,technician,single,secondary,no,1183,yes,no,2,20,may,438,no
39,management,married,tertiary,no,351,yes,no,3,20,may,999,no
32,blue-collar,married,secondary,no,2366,yes,no,2,20,may,127,no
34,blue-collar,married,secondary,no,2700,yes,no,2,20,may,446,no
59,blue-collar,married,secondary,no,0,yes,no,4,20,may,217,no
39,blue-collar,married,primary,no,622,yes,no,1,20,may,169,no
34,services,married,secondary,yes,421,yes,no,3,20,may,247,no
36,services,single,secondary,no,774,yes,no,1,20,may,140,no
35,blue-collar,married,secondary,no,67,no,no,6,20,may,60,no
39,technician,married,secondary,no,7313,yes,no,1,20,may,99,no
57,housemaid,divorced,primary,no,231,yes,no,14,20,may,26,no
46,management,married,tertiary,no,477,yes,no,6,20,may,128,no
58,blue-collar,married,primary,no,99,yes,no,3,20,may,215,no
32,technician,married,secondary,no,908,yes,no,1,20,may,64,no
34,admin.,single,secondary,no,1581,yes,yes,11,20,may,52,no
35,technician,single,tertiary,no,2012,yes,no,2,20,may,413,no
36,technician,single,tertiary,no,162,yes,no,2,20,may,216,no
40,management,married,tertiary,no,917,yes,no,1,20,may,292,no
44,services,married,secondary,no,1422,yes,no,8,20,may,129,no
31,blue-collar,married,secondary,no,1787,yes,no,4,20,may,201,no
55,self-employed,married,secondary,no,-196,yes,no,2,20,may,210,no
35,technician,married,secondary,no,1387,yes,no,1,20,may,114,no
